,gender,SeniorCitizen,tenure,PhoneService,MultipleLines,InternetService,DeviceProtection,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Family,OnlineServices,StreamingServices,Churn
264,0,0,3,1,Yes,Fiber optic,Yes,Yes,One year,0,Mailed check,4,4,1,1,1,No
265,0,0,4,1,Yes,DSL,Yes,Yes,Two year,0,Mailed check,3,4,1,1,1,No
266,1,0,3,1,Yes,No,No internet service,No internet service,Two year,0,Bank transfer (automatic),1,2,0,1,1,No
267,0,1,2,1,No,Fiber optic,No,Yes,Month-to-month,1,Mailed check,4,3,0,1,1,No
268,1,0,4,1,No,No,No internet service,No internet service,Two year,0,Mailed check,1,2,0,1,1,Yes
269,0,0,4,1,Yes,No,No internet service,No internet service,Two year,1,Credit card (automatic),1,3,1,1,1,No
270,0,1,2,1,No,Fiber optic,No,Yes,Month-to-month,1,Electronic check,4,3,0,0,1,Yes
271,1,0,4,1,No,DSL,No,Yes,Two year,1,Electronic check,2,3,1,1,0,No
272,1,0,1,0,No phone service,DSL,No,No,Month-to-month,0,Bank transfer (automatic),1,1,0,0,0,Yes
273,1,1,2,1,Yes,Fiber optic,No,Yes,Month-to-month,0,Electronic check,4,3,1,1,1,No
274,1,0,1,1,No,Fiber optic,No,No,Month-to-month,0,Mailed check,3,1,0,0,0,Yes
275,1,0,1,1,Yes,Fiber optic,No,Yes,Month-to-month,1,Electronic check,3,1,1,1,0,Yes
276,0,0,3,1,Yes,Fiber optic,Yes,No,Month-to-month,1,Electronic check,4,4,1,1,1,Yes
277,1,1,2,1,No,DSL,No,No,Month-to-month,1,Bank transfer (automatic),2,2,1,1,1,No
278,1,0,2,0,No phone service,DSL,Yes,Yes,Month-to-month,1,Electronic check,2,2,0,0,1,No
279,0,0,1,1,No,DSL,No,No,Month-to-month,0,Bank transfer (automatic),2,1,0,1,0,No
280,0,0,1,1,No,DSL,No,No,Month-to-month,0,Mailed check,2,1,0,1,0,No
281,0,0,2,1,No,DSL,No,No,Month-to-month,0,Electronic check,2,2,0,1,0,No
282,0,0,1,1,Yes,No,No internet service,No internet service,Month-to-month,0,Mailed check,1,1,1,1,1,No
283,0,0,4,1,Yes,DSL,No,No,Month-to-month,0,Mailed check,2,3,0,1,0,No
284,1,0,2,1,No,Fiber optic,Yes,No,Month-to-month,0,Mailed check,4,3,1,0,1,Yes
285,0,0,2,1,Yes,Fiber optic,No,No,One year,1,Credit card (automatic),3,3,0,0,0,No
286,0,0,2,1,No,DSL,No,No,Month-to-month,1,Electronic check,2,2,0,0,0,No
287,1,0,1,1,No,Fiber optic,No,No,Month-to-month,0,Electronic check,2,1,1,0,0,Yes
288,1,1,1,1,No,Fiber optic,No,No,Month-to-month,1,Electronic check,3,2,0,1,0,Yes
289,1,0,2,1,No,DSL,No,No,Month-to-month,1,Credit card (automatic),2,2,0,0,0,Yes
290,1,1,2,1,Yes,Fiber optic,No,No,Month-to-month,1,Electronic check,3,3,0,0,0,Yes
291,1,0,3,1,No,DSL,Yes,No,One year,0,Mailed check,2,3,0,1,0,No
292,1,0,2,1,No,Fiber optic,Yes,Yes,One year,0,Mailed check,3,3,1,1,0,No
293,0,1,1,1,No,Fiber optic,No,No,Month-to-month,1,Electronic check,3,2,0,0,1,No
294,0,0,2,1,No,No,No internet service,No internet service,Month-to-month,0,Mailed check,1,1,0,1,1,No
295,1,0,1,1,No,No,No internet service,No internet service,Month-to-month,0,Mailed check,1,1,0,1,1,No
296,0,0,4,1,No,Fiber optic,Yes,No,Two year,0,Electronic check,3,4,1,0,0,No
297,1,1,3,1,Yes,Fiber optic,Yes,No,Month-to-month,1,Electronic check,4,3,1,0,1,No
298,1,0,3,1,Yes,DSL,Yes,No,Month-to-month,1,Electronic check,3,3,1,0,1,No
299,0,0,1,1,No,Fiber optic,No,No,Month-to-month,1,Mailed check,3,1,1,1,0,Yes
300,1,0,2,1,No,DSL,No,No,One year,1,Bank transfer (automatic),2,3,0,0,1,No
301,0,1,1,1,Yes,Fiber optic,No,No,Month-to-month,1,Electronic check,4,1,0,0,1,Yes
302,1,0,1,1,No,Fiber optic,Yes,Yes,Month-to-month,1,Electronic check,4,1,0,0,1,No
303,0,0,4,0,No phone service,DSL,Yes,Yes,Two year,0,Credit card (automatic),2,4,1,1,1,No
304,1,0,3,1,Yes,Fiber optic,No,No,Month-to-month,1,Mailed check,3,3,1,1,0,No
305,1,0,3,1,Yes,No,No internet service,No internet service,Two year,0,Mailed check,1,2,1,1,1,No
306,1,1,3,1,Yes,Fiber optic,No,No,Month-to-month,1,Electronic check,3,3,1,0,0,Yes
307,1,0,2,1,No,DSL,Yes,Yes,Two year,0,Mailed check,3,3,1,0,1,No
308,1,1,3,1,Yes,Fiber optic,No,No,Month-to-month,0,Electronic check,4,3,1,1,1,No
309,1,0,3,1,Yes,DSL,Yes,No,One year,1,Credit card (automatic),3,3,1,1,1,No
310,0,0,1,1,No,No,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),1,1,0,1,1,No
311,0,0,2,1,No,Fiber optic,No,Yes,Month-to-month,1,Electronic check,3,3,0,1,1,No
312,0,0,3,1,Yes,Fiber optic,Yes,Yes,Two year,0,Credit card (automatic),4,4,0,1,1,No
313,0,1,1,1,No,Fiber optic,No,No,Month-to-month,1,Electronic check,2,1,1,0,0,No
314,1,0,1,1,No,Fiber optic,No,No,Month-to-month,1,Electronic check,3,2,0,0,1,Yes
315,1,0,3,1,Yes,Fiber optic,No,Yes,One year,0,Credit card (automatic),4,4,1,1,1,No
316,1,0,4,1,No,No,No internet service,No internet service,Two year,1,Credit card (automatic),1,2,0,1,1,No
317,0,0,3,1,No,DSL,No,Yes,One year,0,Credit card (automatic),3,3,1,1,1,Yes
318,1,1,2,1,No,Fiber optic,Yes,No,Month-to-month,1,Electronic check,4,3,1,0,1,Yes
319,1,0,3,1,Yes,Fiber optic,No,Yes,Month-to-month,1,Credit card (automatic),4,3,1,0,1,No
320,0,1,3,1,Yes,DSL,No,Yes,One year,0,Bank transfer (automatic),3,4,0,1,1,Yes
321,0,0,4,0,No phone service,DSL,Yes,Yes,Two year,1,Electronic check,2,4,1,1,1,No
322,1,0,1,1,No,DSL,No,No,Month-to-month,1,Electronic check,2,1,0,0,0,No
323,0,0,1,1,No,DSL,No,No,One year,0,Mailed check,2,2,1,1,0,No
324,1,0,4,0,No phone service,DSL,No,Yes,Two year,1,Bank transfer (automatic),2,4,0,1,1,No
325,0,0,3,1,Yes,Fiber optic,No,Yes,Month-to-month,1,Credit card (automatic),4,4,1,1,1,No
326,0,1,2,1,No,Fiber optic,No,Yes,Month-to-month,1,Electronic check,3,2,1,0,1,No
327,0,1,1,1,No,Fiber optic,No,No,Month-to-month,1,Electronic check,2,1,0,0,0,Yes
328,0,1,2,0,No phone service,DSL,No,No,Month-to-month,1,Electronic check,2,2,1,0,1,No
329,0,1,2,1,Yes,Fiber optic,Yes,No,Month-to-month,1,Credit card (automatic),3,3,0,0,0,No
330,0,0,3,1,No,No,No internet service,No internet service,Two year,1,Mailed check,1,2,1,1,1,No
331,0,0,1,1,No,No,No internet service,No internet service,One year,1,Mailed check,1,1,0,1,1,No
332,1,0,3,1,Yes,Fiber optic,Yes,No,One year,1,Credit card (automatic),4,4,0,1,1,No
333,0,0,1,1,Yes,Fiber optic,No,No,Month-to-month,1,Electronic check,3,2,0,0,0,Yes
334,0,0,1,1,Yes,Fiber optic,Yes,No,Month-to-month,0,Mailed check,3,1,0,0,0,Yes
335,1,0,4,1,Yes,DSL,Yes,Yes,One year,1,Bank transfer (automatic),3,4,1,1,1,Yes
336,0,0,3,1,Yes,Fiber optic,Yes,No,Two year,1,Electronic check,4,4,0,1,1,Yes
337,0,0,4,1,Yes,DSL,Yes,Yes,Two year,1,Electronic check,3,4,0,1,1,No
338,0,0,3,1,No,Fiber optic,No,No,Month-to-month,1,Credit card (automatic),4,3,0,1,1,No
339,1,0,4,1,Yes,Fiber optic,Yes,No,Month-to-month,1,Electronic check,4,4,1,1,1,Yes
340,0,1,3,1,No,DSL,No,Yes,Month-to-month,0,Bank transfer (automatic),2,3,0,1,0,No
341,0,0,4,1,Yes,DSL,Yes,Yes,Two year,0,Credit card (automatic),3,4,1,1,1,No
342,0,0,4,1,Yes,DSL,Yes,No,Month-to-month,1,Bank transfer (automatic),2,4,1,1,0,No
343,1,0,4,1,No,No,No internet service,No internet service,One year,0,Mailed check,1,2,0,1,1,No
344,0,0,3,1,No,No,No internet service,No internet service,One year,1,Credit card (automatic),1,2,1,1,1,No
345,0,1,1,1,Yes,Fiber optic,No,No,Month-to-month,1,Electronic check,3,1,0,0,0,No
346,0,0,1,1,No,Fiber optic,No,No,Month-to-month,1,Electronic check,4,1,0,0,1,Yes
347,0,0,4,1,No,No,No internet service,No internet service,Two year,0,Bank transfer (automatic),1,2,1,1,1,No
348,0,0,2,0,No phone service,DSL,No,No,Month-to-month,1,Electronic check,2,2,0,0,1,No
349,0,1,4,1,No,Fiber optic,Yes,No,One year,0,Bank transfer (automatic),4,4,1,1,1,No
350,1,0,3,1,Yes,DSL,Yes,Yes,Two year,1,Credit card (automatic),2,3,1,1,0,No
351,1,0,2,1,No,DSL,No,No,One year,0,Mailed check,2,2,1,0,0,No
352,0,1,1,1,No,Fiber optic,No,No,Month-to-month,1,Electronic check,3,2,0,0,1,No
353,1,0,1,1,Yes,Fiber optic,Yes,No,Month-to-month,1,Bank transfer (automatic),3,1,1,1,0,Yes
354,0,1,2,0,No phone service,DSL,No,No,Month-to-month,1,Electronic check,2,2,0,1,1,Yes
355,0,0,2,1,No,Fiber optic,No,No,Month-to-month,1,Bank transfer (automatic),3,2,0,0,1,Yes
356,0,1,2,1,Yes,DSL,No,No,Month-to-month,1,Electronic check,2,2,0,1,0,No
357,1,0,4,1,Yes,Fiber optic,No,Yes,Two year,1,Electronic check,4,4,1,1,1,No
358,1,1,2,0,No phone service,DSL,No,No,Month-to-month,0,Credit card (automatic),1,2,1,1,0,Yes
359,1,0,3,1,Yes,Fiber optic,No,No,One year,0,Electronic check,4,4,1,1,1,No
360,1,0,1,1,No,No,No internet service,No internet service,Month-to-month,0,Mailed check,1,1,1,1,1,No
361,0,0,3,1,No,Fiber optic,No,Yes,Two year,1,Bank transfer (automatic),4,4,0,1,1,No
362,1,0,4,1,No,DSL,Yes,No,One year,0,Credit card (automatic),2,3,1,0,0,No
363,0,0,3,1,No,No,No internet service,No internet service,Two year,1,Mailed check,1,2,0,1,1,No
364,1,0,2,1,No,Fiber optic,No,Yes,Month-to-month,1,Bank transfer (automatic),3,2,0,0,0,No
365,1,0,1,1,No,Fiber optic,Yes,No,Month-to-month,0,Bank transfer (automatic),4,2,0,0,1,Yes
366,1,0,2,1,No,DSL,No,No,Month-to-month,1,Bank transfer (automatic),2,3,1,1,1,No
367,0,0,1,1,No,No,No internet service,No internet service,Month-to-month,0,Mailed check,1,1,0,1,1,No
368,1,0,4,1,Yes,Fiber optic,Yes,No,One year,1,Credit card (automatic),4,4,1,0,1,No
369,1,0,4,1,Yes,Fiber optic,Yes,Yes,Two year,1,Credit card (automatic),4,4,1,1,1,No
370,1,0,3,1,No,No,No internet service,No internet service,One year,0,Mailed check,1,2,1,1,1,No
371,1,0,1,1,Yes,Fiber optic,No,No,Month-to-month,1,Electronic check,3,1,0,0,1,Yes
372,1,0,2,0,No phone service,DSL,No,Yes,Two year,0,Mailed check,2,2,1,1,0,No
373,0,0,4,1,Yes,Fiber optic,Yes,Yes,One year,1,Credit card (automatic),4,4,1,1,1,No
374,1,0,3,1,No,Fiber optic,No,No,Month-to-month,1,Credit card (automatic),4,3,0,1,1,No
375,0,0,3,1,Yes,DSL,Yes,Yes,One year,0,Credit card (automatic),3,3,0,1,1,No
376,1,0,1,0,No phone service,DSL,No,No,Month-to-month,0,Mailed check,1,1,0,0,0,No
377,0,0,2,1,Yes,Fiber optic,Yes,Yes,Month-to-month,1,Bank transfer (automatic),4,3,1,0,1,Yes
378,0,0,4,1,Yes,DSL,Yes,Yes,Two year,0,Electronic check,3,4,0,1,1,No
379,1,0,2,1,Yes,Fiber optic,Yes,Yes,One year,0,Electronic check,3,3,0,0,0,No
380,0,0,3,1,No,Fiber optic,Yes,Yes,One year,1,Bank transfer (automatic),3,3,1,1,0,No
381,1,0,1,1,No,DSL,No,No,Month-to-month,0,Mailed check,2,1,0,1,0,Yes
382,1,1,4,0,No phone service,DSL,Yes,Yes,Two year,1,Bank transfer (automatic),2,4,1,1,1,No
383,1,0,1,1,Yes,Fiber optic,No,No,Month-to-month,1,Credit card (automatic),4,1,0,1,1,Yes
384,1,0,3,1,Yes,Fiber optic,Yes,No,Two year,1,Bank transfer (automatic),4,4,0,1,1,No
385,1,1,2,1,No,No,No internet service,No internet service,Month-to-month,0,Mailed check,1,1,1,1,1,Yes
386,0,1,3,1,Yes,Fiber optic,Yes,No,Month-to-month,1,Electronic check,3,4,1,1,0,Yes
387,0,0,3,0,No phone service,DSL,Yes,Yes,One year,1,Electronic check,2,3,0,1,1,No
388,1,0,3,1,Yes,Fiber optic,Yes,No,Month-to-month,1,Mailed check,4,4,0,0,1,No
389,1,0,1,1,No,DSL,No,No,Month-to-month,0,Electronic check,2,1,1,0,0,No
390,0,0,2,1,Yes,Fiber optic,No,No,Month-to-month,1,Bank transfer (automatic),4,3,0,0,1,No
391,1,1,2,1,Yes,DSL,Yes,Yes,Month-to-month,1,Bank transfer (automatic),3,3,1,1,1,No
392,0,1,1,1,No,DSL,No,No,Month-to-month,1,Electronic check,2,1,0,0,0,No
393,0,0,2,1,No,No,No internet service,No internet service,Month-to-month,0,Mailed check,1,1,0,1,1,No
394,0,1,3,1,Yes,Fiber optic,No,No,Month-to-month,1,Electronic check,4,4,1,0,1,No
395,0,0,4,1,Yes,DSL,Yes,Yes,Two year,1,Credit card (automatic),4,4,0,1,1,No
396,1,1,3,1,Yes,Fiber optic,Yes,Yes,Month-to-month,1,Bank transfer (automatic),4,3,1,1,1,No
397,0,0,3,1,No,Fiber optic,No,No,Month-to-month,1,Credit card (automatic),3,3,0,1,0,Yes
398,1,1,3,0,No phone service,DSL,Yes,Yes,Month-to-month,1,Electronic check,2,3,0,0,1,No
399,0,0,2,1,No,No,No internet service,No internet service,One year,0,Mailed check,1,2,1,1,1,No
400,0,0,3,1,No,No,No internet service,No internet service,One year,0,Bank transfer (automatic),1,2,0,1,1,No
401,0,0,2,1,No,No,No internet service,No internet service,One year,0,Credit card (automatic),1,1,0,1,1,No
402,1,0,4,1,Yes,Fiber optic,Yes,No,Month-to-month,1,Credit card (automatic),4,4,1,0,1,Yes
403,0,0,4,1,No,DSL,No,Yes,One year,0,Bank transfer (automatic),2,4,1,1,0,No
404,1,0,2,1,No,No,No internet service,No internet service,Two year,1,Mailed check,1,2,0,1,1,No
405,1,0,4,1,No,No,No internet service,No internet service,Two year,1,Credit card (automatic),1,3,0,1,1,No
406,1,0,4,1,Yes,Fiber optic,Yes,No,One year,1,Bank transfer (automatic),4,4,1,1,1,No
407,1,1,3,1,No,Fiber optic,No,No,Month-to-month,1,Mailed check,4,3,1,1,1,No
408,0,0,1,1,No,No,No internet service,No internet service,Month-to-month,1,Mailed check,1,1,0,1,1,Yes
409,1,0,1,1,No,No,No internet service,No internet service,Month-to-month,1,Mailed check,1,1,0,1,1,Yes
410,1,1,1,1,Yes,Fiber optic,No,No,Month-to-month,1,Electronic check,3,1,0,1,0,Yes
411,0,0,3,1,Yes,No,No internet service,No internet service,One year,1,Bank transfer (automatic),1,2,1,1,1,No
412,0,0,2,1,Yes,Fiber optic,No,No,Month-to-month,1,Electronic check,3,3,1,0,0,No
413,1,0,3,1,Yes,Fiber optic,Yes,Yes,Month-to-month,1,Electronic check,3,4,0,1,0,No
414,0,1,3,1,No,Fiber optic,No,No,Month-to-month,1,Bank transfer (automatic),3,3,1,0,0,No
415,0,0,2,1,No,Fiber optic,No,No,Month-to-month,0,Bank transfer (automatic),3,2,1,1,0,No
416,1,0,4,1,Yes,Fiber optic,Yes,Yes,Two year,1,Bank transfer (automatic),4,4,1,1,1,No
417,0,0,3,1,Yes,No,No internet service,No internet service,Two year,1,Mailed check,1,2,1,1,1,No
418,0,0,2,1,No,Fiber optic,No,No,Month-to-month,0,Electronic check,3,3,1,1,1,Yes
419,0,1,1,1,No,Fiber optic,Yes,No,Month-to-month,1,Bank transfer (automatic),3,1,0,0,0,Yes
420,0,0,1,1,Yes,No,No internet service,No internet service,Month-to-month,1,Mailed check,1,1,1,1,1,No
421,0,0,1,1,No,Fiber optic,No,No,Month-to-month,1,Bank transfer (automatic),2,2,0,0,0,No
422,1,0,2,1,Yes,Fiber optic,Yes,Yes,One year,0,Credit card (automatic),4,3,1,1,1,No
423,1,0,3,1,Yes,No,No internet service,No internet service,One year,0,Mailed check,1,2,1,1,1,No
424,0,0,2,0,No phone service,DSL,Yes,No,Month-to-month,0,Bank transfer (automatic),2,2,0,1,0,No
425,0,1,3,1,Yes,DSL,No,No,Month-to-month,0,Bank transfer (automatic),2,3,1,0,0,No
426,1,1,3,1,Yes,Fiber optic,Yes,No,One year,1,Bank transfer (automatic),4,4,1,1,1,No
427,0,0,2,1,Yes,Fiber optic,No,No,Month-to-month,0,Electronic check,3,2,1,0,1,No
428,1,0,2,1,Yes,Fiber optic,No,No,Month-to-month,1,Bank transfer (automatic),3,2,0,0,0,No
429,0,0,4,1,Yes,DSL,No,Yes,One year,0,Bank transfer (automatic),2,4,1,1,0,No
430,0,0,4,1,No,No,No internet service,No internet service,Month-to-month,1,Mailed check,1,2,1,1,1,Yes
431,0,0,4,0,No phone service,DSL,Yes,Yes,Two year,1,Credit card (automatic),2,4,1,1,1,No
432,1,0,1,1,No,DSL,Yes,No,Month-to-month,0,Electronic check,2,1,0,1,0,No
433,1,0,2,1,No,DSL,No,No,Month-to-month,1,Bank transfer (automatic),2,2,0,0,0,Yes
434,1,0,3,1,No,No,No internet service,No internet service,Two year,1,Electronic check,1,2,1,1,1,No
435,0,0,2,0,No phone service,DSL,Yes,Yes,Month-to-month,1,Credit card (automatic),2,2,0,0,1,No
436,1,0,3,1,No,No,No internet service,No internet service,One year,0,Bank transfer (automatic),1,2,1,1,1,No
437,1,0,4,1,Yes,Fiber optic,Yes,Yes,Two year,1,Credit card (automatic),4,4,1,1,1,No
438,1,0,3,1,Yes,Fiber optic,No,Yes,Month-to-month,1,Bank transfer (automatic),3,3,1,0,1,No
439,1,0,1,1,No,DSL,Yes,Yes,Month-to-month,0,Mailed check,2,1,0,0,0,No
440,0,0,2,1,Yes,Fiber optic,Yes,Yes,Month-to-month,1,Electronic check,4,3,1,1,1,No
441,0,1,3,1,Yes,Fiber optic,No,No,Month-to-month,0,Credit card (automatic),4,4,0,1,1,No
442,0,0,3,1,Yes,Fiber optic,Yes,Yes,One year,1,Mailed check,4,4,1,1,1,No
443,0,0,2,1,Yes,DSL,No,No,Month-to-month,0,Electronic check,2,2,1,1,1,No
444,0,0,3,1,No,Fiber optic,No,No,Month-to-month,0,Electronic check,3,3,1,0,1,No
445,0,0,4,1,Yes,Fiber optic,Yes,No,Month-to-month,1,Electronic check,4,4,0,1,1,Yes
446,0,0,1,1,No,Fiber optic,No,No,Month-to-month,0,Mailed check,2,1,0,0,0,Yes
447,0,0,3,1,Yes,No,No internet service,No internet service,Two year,1,Bank transfer (automatic),1,2,1,1,1,No
448,1,0,1,1,No,Fiber optic,Yes,No,Month-to-month,1,Electronic check,4,2,1,0,1,No
449,1,0,4,1,No,Fiber optic,No,Yes,Two year,0,Bank transfer (automatic),4,4,1,1,1,No
450,0,0,4,1,Yes,No,No internet service,No internet service,One year,0,Mailed check,1,3,0,1,1,No
451,0,1,2,1,No,DSL,Yes,Yes,Month-to-month,1,Mailed check,2,3,0,1,1,No
452,1,0,4,0,No phone service,DSL,Yes,Yes,Month-to-month,1,Bank transfer (automatic),2,3,1,1,1,No
453,0,0,2,1,No,Fiber optic,No,No,Month-to-month,1,Electronic check,3,3,1,0,1,Yes
454,0,0,4,1,Yes,No,No internet service,No internet service,Two year,0,Mailed check,1,3,1,1,1,No
455,0,0,2,1,Yes,Fiber optic,Yes,No,Month-to-month,1,Electronic check,4,3,0,1,1,No
456,1,0,2,1,No,Fiber optic,Yes,Yes,One year,0,Bank transfer (automatic),4,3,1,1,1,No
457,0,0,3,1,No,DSL,Yes,Yes,Two year,0,Bank transfer (automatic),3,3,1,1,1,No
458,1,0,1,1,No,No,No internet service,No internet service,Month-to-month,0,Mailed check,1,1,1,1,1,No
459,1,0,1,1,Yes,Fiber optic,No,No,Month-to-month,1,Electronic check,3,1,0,0,0,No
460,1,0,1,1,No,No,No internet service,No internet service,Month-to-month,0,Mailed check,1,1,1,1,1,No
461,0,0,2,1,No,DSL,No,No,Month-to-month,1,Bank transfer (automatic),2,3,1,1,1,No
462,1,0,1,1,Yes,Fiber optic,Yes,No,Month-to-month,0,Electronic check,4,1,1,0,1,Yes
463,1,0,1,1,Yes,Fiber optic,No,No,Month-to-month,1,Electronic check,4,2,0,1,1,Yes
464,1,1,4,1,Yes,Fiber optic,Yes,Yes,Two year,1,Bank transfer (automatic),4,4,1,1,1,No
465,1,0,4,0,No phone service,DSL,No,Yes,Two year,1,Mailed check,2,3,0,0,1,No
466,1,1,4,1,Yes,Fiber optic,Yes,Yes,Two year,0,Electronic check,4,4,1,0,1,No
467,1,0,4,1,Yes,Fiber optic,No,No,One year,1,Electronic check,3,4,1,1,1,No
468,0,0,3,1,No,No,No internet service,No internet service,Two year,0,Mailed check,1,2,1,1,1,No
469,0,0,2,1,No,DSL,No,No,Month-to-month,0,Electronic check,2,2,1,0,1,Yes
470,0,1,2,1,No,No,No internet service,No internet service,One year,0,Mailed check,1,1,0,1,1,No
471,1,0,1,1,No,DSL,No,No,Month-to-month,1,Electronic check,2,1,0,0,1,Yes
472,1,0,1,1,No,DSL,Yes,No,Month-to-month,1,Mailed check,2,2,1,0,1,No
473,1,0,2,1,No,DSL,No,Yes,Month-to-month,0,Mailed check,2,2,1,1,0,No
474,0,0,1,1,No,Fiber optic,No,No,Month-to-month,1,Electronic check,3,1,1,1,0,Yes
475,1,0,2,1,Yes,Fiber optic,No,No,Month-to-month,1,Electronic check,3,3,0,1,0,Yes
476,1,1,3,1,No,DSL,No,Yes,Month-to-month,1,Electronic check,3,3,1,1,1,No
477,0,0,1,1,No,DSL,Yes,Yes,Month-to-month,1,Electronic check,3,2,1,1,1,No
478,1,0,1,1,No,Fiber optic,No,Yes,Month-to-month,1,Electronic check,4,2,0,0,1,Yes
479,0,0,2,1,No,Fiber optic,No,No,Month-to-month,0,Bank transfer (automatic),2,2,1,0,0,Yes
480,1,0,2,1,No,No,No internet service,No internet service,Two year,0,Mailed check,1,1,1,1,1,No
481,0,0,3,0,No phone service,DSL,Yes,No,Month-to-month,1,Bank transfer (automatic),2,3,1,1,1,Yes
482,0,1,2,1,No,Fiber optic,No,No,Month-to-month,1,Electronic check,3,3,0,0,1,No
483,0,0,4,1,Yes,Fiber optic,Yes,Yes,One year,1,Bank transfer (automatic),4,4,1,1,1,No
484,0,0,1,1,No,Fiber optic,No,No,Month-to-month,1,Electronic check,3,2,1,1,1,Yes
485,1,0,4,1,Yes,Fiber optic,No,No,Two year,1,Credit card (automatic),3,4,1,0,1,No
486,0,0,2,1,Yes,Fiber optic,No,No,Month-to-month,1,Electronic check,4,3,0,1,1,No
487,1,0,4,1,Yes,DSL,Yes,Yes,Two year,1,Bank transfer (automatic),3,4,0,1,1,No
489,1,0,1,1,Yes,Fiber optic,No,No,Month-to-month,1,Electronic check,3,1,1,0,0,Yes
490,1,0,4,1,Yes,Fiber optic,Yes,No,Two year,1,Bank transfer (automatic),4,4,1,1,1,No
491,0,0,1,1,No,DSL,No,No,Month-to-month,1,Electronic check,2,1,0,1,1,No
492,0,0,1,1,No,Fiber optic,No,No,Month-to-month,1,Electronic check,3,1,1,1,0,Yes
493,1,1,4,1,Yes,DSL,No,No,One year,0,Bank transfer (automatic),2,4,1,1,1,No
494,1,0,1,1,No,No,No internet service,No internet service,Month-to-month,0,Mailed check,1,1,0,1,1,No
495,1,0,2,0,No phone service,DSL,Yes,No,One year,1,Bank transfer (automatic),2,2,0,1,1,Yes
496,1,0,2,1,No,DSL,No,Yes,Month-to-month,0,Mailed check,2,3,1,1,0,No
497,0,0,4,1,No,No,No internet service,No internet service,Two year,0,Bank transfer (automatic),1,2,1,1,1,No
498,0,1,1,0,No phone service,DSL,No,No,Month-to-month,0,Electronic check,1,1,0,1,0,Yes
499,0,0,2,1,Yes,Fiber optic,Yes,No,Month-to-month,1,Bank transfer (automatic),4,2,0,1,1,Yes
500,1,0,3,1,Yes,Fiber optic,Yes,Yes,One year,0,Credit card (automatic),4,4,0,1,1,No
501,0,1,4,1,Yes,Fiber optic,No,No,Two year,1,Credit card (automatic),3,4,1,1,0,No
502,0,0,4,1,Yes,DSL,No,No,One year,0,Bank transfer (automatic),2,4,1,1,1,No
503,0,0,3,1,No,Fiber optic,Yes,Yes,Month-to-month,1,Bank transfer (automatic),3,4,1,1,0,No
504,1,0,4,1,Yes,DSL,Yes,Yes,Two year,1,Credit card (automatic),3,4,1,1,1,No
505,0,1,2,1,Yes,Fiber optic,Yes,No,Month-to-month,1,Electronic check,4,3,0,1,1,Yes
506,1,0,2,1,Yes,Fiber optic,Yes,No,Month-to-month,1,Mailed check,3,2,1,0,0,No
507,1,0,1,1,No,Fiber optic,No,Yes,Month-to-month,1,Electronic check,4,1,1,0,1,Yes
508,0,0,1,1,Yes,Fiber optic,No,Yes,Month-to-month,1,Electronic check,3,2,1,0,0,Yes
509,0,0,1,1,No,No,No internet service,No internet service,Month-to-month,0,Mailed check,1,1,0,1,1,No
510,1,1,2,1,No,Fiber optic,Yes,Yes,One year,0,Credit card (automatic),4,3,1,1,1,No
511,1,0,4,1,Yes,Fiber optic,Yes,No,Month-to-month,1,Electronic check,4,4,0,1,1,No
512,0,1,1,1,Yes,Fiber optic,No,No,Month-to-month,1,Electronic check,3,1,1,0,0,Yes
513,0,0,4,1,Yes,Fiber optic,No,Yes,Month-to-month,1,Bank transfer (automatic),4,4,0,1,1,No
514,1,0,3,1,Yes,Fiber optic,Yes,Yes,Month-to-month,1,Credit card (automatic),4,3,0,1,0,No
515,1,0,3,1,Yes,Fiber optic,Yes,Yes,Month-to-month,0,Bank transfer (automatic),4,4,0,0,1,Yes
516,0,0,2,1,No,DSL,No,Yes,One year,0,Mailed check,2,3,0,1,0,No
517,0,1,1,1,No,Fiber optic,No,No,Month-to-month,0,Electronic check,2,1,1,0,0,No
518,0,1,2,1,No,Fiber optic,No,No,Month-to-month,1,Bank transfer (automatic),3,3,1,1,0,Yes
519,1,0,2,1,No,No,No internet service,No internet service,Month-to-month,0,Credit card (automatic),1,1,0,1,1,No
520,1,0,4,1,Yes,Fiber optic,Yes,No,One year,1,Electronic check,4,4,1,1,1,No
521,1,1,2,1,Yes,DSL,No,No,Month-to-month,1,Electronic check,2,3,1,0,0,No
522,1,0,3,1,Yes,Fiber optic,No,No,Month-to-month,0,Bank transfer (automatic),3,4,1,0,1,No
523,0,0,2,1,Yes,Fiber optic,No,No,Month-to-month,0,Bank transfer (automatic),3,3,0,0,0,Yes
524,1,0,3,1,Yes,Fiber optic,Yes,No,Month-to-month,1,Electronic check,4,3,1,0,1,Yes
